capture,source,dest,dest_port,label,n_events,n_gaps,median_gap,mad_gap,rcv,mean_gap,std_gap,cv,min_gap,max_gap,median_bytes
benign,10.0.2.5,23.221.236.105,443,benign,16,15,0.014564990997314453,0.01452016830444336,0.9969225732525782,172.43690280914308,663.6166713443549,3.848460860369664,4.315376281738281e-05,2571.250858068466,0.0
benign,10.0.2.5,23.221.236.107,443,benign,15,14,0.0007330179214477539,0.000690460205078125,0.9419417791510815,1.0913407972880773,2.6206915878419914,2.4013503337859885,3.0040740966796875e-05,7.7526209354400635,0.0
benign,10.0.2.5,23.221.236.111,443,benign,19,18,0.547836422920227,0.34955036640167236,0.638056090791488,82.87869177924262,342.19468417972087,4.128862037195249,0.046185970306396484,1453.9812779426575,0.0
benign,10.0.2.5,23.221.236.145,443,benign,16,15,58.86544990539551,58.86408591270447,0.9999768286372867,643.025718053182,1575.1862385713648,2.4496473381195116,0.0007789134979248047,6153.261162996292,3681.5
benign,10.0.2.5,23.246.16.148,443,benign,29,28,0.007734060287475586,0.007716059684753418,0.9976725546410186,1.2993973238127572,2.2151880002558166,1.704781100946014,0.0,7.780410051345825,0.0
benign,10.0.2.5,23.246.16.160,443,benign,29,28,0.022265911102294922,0.022249460220336914,0.9992611628654031,1.2998428855623518,2.207098014747974,1.697972916006011,0.0,7.753129005432129,0.0
benign,10.0.2.5,23.35.67.53,443,benign,19,18,6.8877739906311035,6.621293067932129,0.9613110239880914,507.09583311610754,963.7074700772603,1.90044446659179,0.24983000755310059,3605.152199983597,1661.0
benign,10.0.2.5,23.57.134.185,443,benign,10,9,0.2685070037841797,0.2683830261230469,0.9995382702894691,1.8634132279290094,3.0915781948266114,1.6590942623406082,3.1948089599609375e-05,7.731739044189453,0.0
benign,10.0.2.5,3.41.202.151,443,benign,11,10,0.35188353061676025,0.3251866102218628,0.9241313728207038,1.1261507987976074,1.4341925284228756,1.2735350629366553,0.024528980255126953,4.001605987548828,0.0
benign,10.0.2.5,3.41.202.162,443,benign,13,12,0.582298994064331,0.5517450571060181,0.9475287828593819,152.31494683027267,355.5927582556016,2.3345887298365087,0.03033900260925293,1077.4152600765228,899.0
benign,10.0.2.5,32.196.19.248,443,benign,11,10,1.9592474699020386,1.698706865310669,0.867020063267252,1.9470009088516236,1.8951726846782222,0.9733804828042065,0.05489206314086914,5.453420877456665,0.0
benign,10.0.2.5,34.4.35.11,443,benign,18,17,0.1658780574798584,0.07753396034240723,0.46741541057545677,0.9367031209609088,2.149097352685637,2.294320692004318,0.062255144119262695,7.1091530323028564,0.0
benign,10.0.2.5,34.49.241.189,443,benign,44,43,0.6968851089477539,0.5138580799102783,0.7373641269020181,1.193191373071005,1.3722688414316415,1.1500827716343034,0.03320717811584473,4.751725912094116,0.0
benign,10.0.2.5,34.98.64.218,443,benign,13,12,0.12925851345062256,0.12804996967315674,0.9906501804391593,1.312772512435913,2.7829486856213284,2.1199017036527006,6.818771362304688e-05,7.746145963668823,0.0
benign,10.0.2.5,35.244.159.8,443,benign,15,14,0.2266179323196411,0.21246039867401123,0.9375268607355357,1.2108675752367293,2.575531513719201,2.1270133633033117,0.00027298927307128906,7.737082004547119,0.0
benign,10.0.2.5,45.57.90.1,443,benign,72,71,0.002995014190673828,0.0029859542846679688,0.996975003980258,0.8918092821685362,3.2299643779342264,3.6218106746772123,8.821487426757812e-06,24.6855731010437,0.0
benign,10.0.2.5,45.57.91.1,443,benign,72,71,0.016092777252197266,0.01600480079650879,0.9945331713532253,0.8878518729142739,3.2054945535702695,3.610393412865813,6.103515625e-05,24.640043020248413,0.0
benign,10.0.2.5,52.184.222.228,443,benign,12,11,47.66852307319641,14.31570291519165,0.30031773573537135,43.49318382956765,22.50676363640361,0.517477950673802,1.1560001373291016,63.63053107261658,2885.0
benign,10.0.2.5,52.70.170.61,443,benign,12,11,1.6219758987426758,1.12618088722229,0.6943265236525916,1.7920228134502063,1.7174544989650635,0.9583887471044102,0.2548670768737793,5.185762882232666,0.0
benign,10.0.2.5,54.174.223.235,443,benign,13,12,0.256040096282959,0.2558741569519043,0.9993519009972903,3.091504673163096,3.6704019044139056,1.187254198991233,7.891654968261719e-05,8.005890846252441,0.0
benign,10.0.2.5,54.235.126.162,443,benign,14,13,0.25417399406433105,0.2392878532409668,0.941433265514974,2.8546260687021108,3.5650499729727247,1.2488675879687516,0.0031828880310058594,8.003248929977417,0.0
benign,10.0.2.5,57.145.0.128,443,benign,10,9,0.3220229148864746,0.3212418556213379,0.9975745227155276,219.6481840080685,638.7535273325574,2.9080756129041956,0.0007810592651367188,1922.6480360031128,5101.0
benign,10.0.2.5,69.147.92.11,443,benign,12,11,0.08411502838134766,0.08390092849731445,0.9974546773846101,1.396834373474121,2.8754876672767447,2.0585745324443923,0.00021409988403320312,7.67993688583374,0.0
benign,10.0.2.5,69.147.92.12,443,benign,13,12,0.16336655616760254,0.12878012657165527,0.7882894124274491,1.3484987417856853,2.7490114678580255,2.0385717707216973,4.38690185546875e-05,7.686125993728638,0.0
benign,10.0.2.5,72.145.35.107,443,benign,18,17,399.64627599716187,301.44698095321655,0.7542844736913232,490.8666126447565,460.6713434858172,0.9384857955682722,14.804512023925781,1606.3920249938965,1274.0
benign,10.0.2.5,76.76.21.21,443,benign,10,9,0.36285400390625,0.11134600639343262,0.30686172729184186,1.7376738919152155,2.9370437442283195,1.6902157291384474,0.0012698173522949219,7.393089056015015,0.0
benign,10.0.2.5,8.8.8.8,53,benign,3274,3273,0.011037111282348633,0.010793209075927734,0.9779016265958136,3.06315711642346,13.383248036387217,4.369102702774021,0.0,155.35078287124634,36.0
benign,fe80::8414:5157:e800:c60d,ff02::1:3,5355,benign,10,9,0.04899907112121582,0.0481109619140625,0.9818749787122233,4.525623877843221,9.813936460567014,2.1685267546458253,0.0006968975067138672,28.59564185142517,83.0
benign,fe80::ea4f:cde5:fee3:9cd8,ff02::16,0,benign,34,33,300.0888638496399,0.02622509002685547,8.739108039675741e-05,300.1570513970924,0.8773383913476028,0.002922931136430072,299.06718397140503,304.7544901371002,100.0
benign,fe80::ea4f:cde5:fee3:9cd8,ff02::1:3,5355,benign,37,36,300.0720964670181,0.03133749961853027,0.00010443323450427747,275.16690330372916,81.91522401883392,0.2976928658037625,0.8469130992889404,304.96506690979004,44.0
